country,order_price,cost,date,category,sales_manager,sales_rep,device_type,order_id,profit,month,year
Sweden,131402.37,106383.36,2019-03-10,Beauty,Maxie Marrow,Anita Woakes,PC,80-8019337,25019.009999999995,3,2019
UK,173258.94,143198.51,2019-05-24,Clothing,Jessamine Apark,Jay Morefield,PC,92-4106004,30060.429999999993,5,2019
Portugal,72857.41,60442.51,2020-10-05,Clothing,Celine Tumasian,Brynn Dempster,PC,47-9920494,12414.900000000001,10,2020
UK,99114.91,84217.94,2020-04-04,Clothing,Jessamine Apark,Winny Agnolo,PC,29-8979189,14896.970000000001,4,2020
Portugal,102495.13,85009.46,2020-08-08,Smartphones,Celine Tumasian,Hortense Gerring,Tablet,70-7107956,17485.67,8,2020
France,119820.82,98289.02,2019-06-16,Appliances,Othello Bowes,Amelina Piscopiello,PC,82-2972108,21531.800000000003,6,2019
France,66141.13,53435.42,2019-05-26,Clothing,Othello Bowes,Ora Grennan,PC,54-5107115,12705.710000000006,5,2019
Sweden,149938.71,131541.23,2020-12-24,Books,Maxie Marrow,Madelon Bront,PC,26-1771681,18397.47999999998,12,2020
Sweden,124093.76,105231.51,2019-10-15,Electronics,Maxie Marrow,Anita Woakes,PC,87-0122224,18862.25,10,2019
France,98915.41,85176.06,2020-02-04,Electronics,Othello Bowes,Ora Grennan,Mobile,63-5897834,13739.350000000006,2,2020
France,141948.11,112948.11,2020-04-25,Books,Othello Bowes,Maighdiln Upcraft,PC,46-5576111,28999.999999999985,4,2020
France,162123.74,133979.06,2020-04-14,Beauty,Othello Bowes,Maighdiln Upcraft,PC,94-3509391,28144.679999999993,4,2020
Germany,44118.5,38250.74,2020-04-03,Electronics,Rickard Doogood,Casie MacBain,Mobile,77-6124790,5867.760000000002,4,2020
Netherlands,85237.91,72384.03,2020-03-18,Smartphones,Denice Amberg,Nero Harbisher,PC,45-8314773,12853.880000000005,3,2020
France,65036.81,52361.14,2019-05-30,Other,Othello Bowes,Amelina Piscopiello,PC,50-1695443,12675.669999999998,5,2019
Portugal,49990.72,42927.03,2020-04-01,Electronics,Celine Tumasian,Smitty Culverhouse,PC,68-6382353,7063.690000000002,4,2020
Portugal,47186.74,38112.73,2019-07-28,Electronics,Celine Tumasian,Aurelie Wren,PC,34-8903845,9074.009999999995,7,2019
Portugal,148037.71,117867.62,2020-04-14,Electronics,Celine Tumasian,Corene Shirer,PC,10-5899580,30170.089999999997,4,2020
Finland,105357.645,205674.91,2020-12-23,Clothing,Hube Corey,Wat Bowkley,PC,41-6407014,-100317.265,12,2020
Portugal,137419.3,117658.4,2020-05-15,Games,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268,19760.899999999994,5,2020
Sweden,177867.3,140675.25,2020-03-10,Smartphones,Maxie Marrow,Anita Woakes,PC,30-6005742,37192.04999999999,3,2020
Portugal,25834.34,22450.04,2020-03-13,Electronics,Celine Tumasian,Brynn Dempster,Mobile,49-9010863,3384.2999999999993,3,2020
Spain,127143.54,105033.28,2019-03-10,Electronics,Emalia Dinse,Bertha Walbrook,PC,58-2235320,22110.259999999995,3,2019
Sweden,166507.76,143896.01,2020-08-27,Accessories,Maxie Marrow,Madelon Bront,PC,49-1743669,22611.75,8,2020
Finland,125851.79,103777.39,2020-11-15,Games,Hube Corey,Mellicent Mattys,PC,03-6962760,22074.399999999994,11,2020
Ireland,117288.29,94546.09,2019-04-07,Clothing,Glenine Suttaby,Palm Wetherald,PC,42-2477150,22742.199999999997,4,2019
UK,121246.32,104005.09,2020-05-30,Books,Jessamine Apark,Winny Agnolo,PC,82-9740062,17241.23000000001,5,2020
Netherlands,28787.17,24610.15,2019-06-08,Games,Denice Amberg,Nero Harbisher,PC,13-4700827,4177.019999999997,6,2019
France,36276.11,28748.82,2019-03-23,Games,Othello Bowes,Ora Grennan,PC,20-9472915,7527.290000000001,3,2019
Portugal,127631.89,110963.17,2019-11-24,Clothing,Celine Tumasian,Corene Shirer,PC,02-8721192,16668.72,11,2019
Sweden,118982.14,95506.96,2020-01-15,Clothing,Maxie Marrow,Caro Morfield,Mobile,76-0774122,23475.179999999993,1,2020
Sweden,122273.0,104531.19,2020-07-01,Appliances,Maxie Marrow,Caro Morfield,PC,40-9114557,17741.809999999998,7,2020
Sweden,127939.8,112267.17,2019-09-12,Clothing,Maxie Marrow,Alyosha Meah,PC,64-8300193,15672.630000000005,9,2019
Portugal,107716.72,86679.64,2020-01-18,Accessories,Celine Tumasian,Brynn Dempster,Mobile,61-3294149,21037.08,1,2020
Germany,80986.1,64124.79,2019-02-12,Appliances,Rickard Doogood,Casie MacBain,Mobile,85-3690127,16861.310000000005,2,2019
Spain,61325.25,49379.09,2020-07-29,Beauty,Emalia Dinse,Manuel Goudie,Tablet,95-1516475,11946.160000000003,7,2020
Portugal,95387.89,76195.85,2020-08-05,Books,Celine Tumasian,Aurelie Wren,PC,34-7627348,19192.039999999994,8,2020
Portugal,284298.56,229656.38,2020-03-07,Clothing,Celine Tumasian,Corene Shirer,PC,74-0191565,54642.17999999999,3,2020
Netherlands,118026.37,99873.91,2020-04-07,Appliances,Denice Amberg,Nero Harbisher,PC,35-1708827,18152.459999999992,4,2020
France,105464.41,84761.75,2019-08-27,Books,Othello Bowes,Avrit Chanders,PC,30-4045249,20702.660000000003,8,2019
Portugal,123891.6,104118.5,2019-07-23,Games,Celine Tumasian,Smitty Culverhouse,PC,25-1045028,19773.100000000006,7,2019
Ireland,79375.17,64532.01,2020-09-02,Beauty,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180,14843.159999999996,9,2020
Bulgaria,128235.65,103024.52,2020-09-20,Books,Charil Alpe,Shermy McGready,PC,57-0945292,25211.12999999999,9,2020
Sweden,121292.94,104384.7,2019-03-23,Beauty,Maxie Marrow,Tarrah Castelletti,PC,17-3994138,16908.240000000005,3,2019
France,254021.98,205605.39,2019-03-07,Clothing,Othello Bowes,Maighdiln Upcraft,PC,52-3693331,48416.59,3,2019
France,154950.74,133195.66,2019-09-10,Smartphones,Othello Bowes,Crysta Halls,Tablet,45-8966277,21755.079999999987,9,2019
Portugal,165305.7,134757.21,2019-07-13,Games,Celine Tumasian,Aurelie Wren,PC,55-2137809,30548.49000000002,7,2019
France,49374.25,39208.09,2019-05-21,Books,Othello Bowes,Ora Grennan,PC,87-1399932,10166.160000000003,5,2019
Sweden,169810.63,145952.24,2020-11-28,Smartphones,Maxie Marrow,Caro Morfield,PC,35-0173281,23858.390000000014,11,2020
UK,47082.67,37882.72,2020-06-30,Games,Jessamine Apark,Winny Agnolo,PC,83-0606533,9199.949999999997,6,2020
Portugal,81458.94,64434.02,2019-11-14,Books,Celine Tumasian,Aurelie Wren,PC,76-5324325,17024.920000000006,11,2019
UK,128112.26,104975.19,2020-09-12,Books,Jessamine Apark,Jay Morefield,PC,39-8642490,23137.069999999992,9,2020
Sweden,30975.79,27072.84,2020-03-15,Clothing,Maxie Marrow,Tarrah Castelletti,PC,33-4022317,3902.9500000000007,3,2020
Portugal,45256.74,38975.1,2019-01-14,Other,Celine Tumasian,Smitty Culverhouse,PC,31-7667796,6281.639999999999,1,2019
France,72749.07,59108.62,2019-01-20,Smartphones,Othello Bowes,Amelina Piscopiello,PC,19-0320558,13640.450000000004,1,2019
UK,150313.19,118927.8,2020-01-23,Beauty,Jessamine Apark,Jay Morefield,PC,09-6527060,31385.39,1,2020
Sweden,36785.28,30546.5,2019-08-31,Appliances,Maxie Marrow,Anita Woakes,PC,91-6738094,6238.779999999999,8,2019
France,35214.85,27985.24,2019-03-13,Electronics,Othello Bowes,Ora Grennan,PC,46-5580805,7229.609999999997,3,2019
Spain,90926.92,73050.69,2020-03-24,Smartphones,Emalia Dinse,Perri Aldersley,PC,09-9618844,17876.229999999996,3,2020
Portugal,37521.39,29701.93,2020-01-18,Beauty,Celine Tumasian,Hortense Gerring,PC,60-0610487,7819.459999999999,1,2020
France,68173.22,54040.91,2020-11-14,Smartphones,Othello Bowes,Amelina Piscopiello,PC,89-7513050,14132.309999999998,11,2020
Sweden,88832.28,71501.1,2019-12-23,Electronics,Maxie Marrow,Tarrah Castelletti,PC,90-3993986,17331.179999999993,12,2019
Sweden,159793.46,139180.1,2019-06-15,Smartphones,Maxie Marrow,Alyosha Meah,Tablet,98-2574776,20613.359999999986,6,2019
Portugal,177208.76,151779.3,2019-02-01,Appliances,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257,25429.46000000002,2,2019
France,224626.25,189988.88,2020-07-21,Electronics,Othello Bowes,Ora Grennan,PC,69-1300467,34637.369999999995,7,2020
France,89369.0,72889.36,2020-02-01,Smartphones,Othello Bowes,Ora Grennan,PC,20-6735303,16479.64,2,2020
France,65254.5,53919.79,2019-06-17,Games,Othello Bowes,Maighdiln Upcraft,PC,91-6673445,11334.71,6,2019
Finland,62011.86,49324.23,2019-01-17,Beauty,Hube Corey,Mellicent Mattys,Tablet,76-0164425,12687.629999999997,1,2019
Sweden,128208.95,111746.92,2020-07-31,Appliances,Maxie Marrow,Alyosha Meah,PC,72-1300449,16462.03,7,2020
Portugal,136915.61,114790.05,2020-04-01,Outdoors,Celine Tumasian,Aurelie Wren,Tablet,15-3943365,22125.559999999983,4,2020
France,159926.16,126453.61,2020-12-09,Beauty,Othello Bowes,Ora Grennan,Mobile,44-0517932,33472.55,12,2020
UK,154715.49,126572.74,2020-10-23,Electronics,Jessamine Apark,Genevra Charrisson,PC,46-1054213,28142.749999999985,10,2020
UK,81219.67,70319.99,2020-05-20,Clothing,Jessamine Apark,Genevra Charrisson,PC,34-5793997,10899.679999999993,5,2020
Portugal,251003.51,214105.99,2019-07-30,Clothing,Celine Tumasian,Hortense Gerring,PC,50-2002828,36897.52000000002,7,2019
Germany,51407.3,44292.53,2019-02-05,Clothing,Rickard Doogood,Casie MacBain,Tablet,20-6477396,7114.770000000004,2,2019
Sweden,79407.28,64383.42,2020-07-21,Accessories,Maxie Marrow,Alyosha Meah,PC,15-3268783,15023.86,7,2020
UK,50689.19,43597.77,2020-11-18,Clothing,Jessamine Apark,Jay Morefield,PC,77-9240051,7091.4200000000055,11,2020
UK,178465.4,156282.15,2020-04-27,Accessories,Jessamine Apark,Winny Agnolo,PC,68-8279682,22183.25,4,2020
Portugal,89600.45,70811.24,2020-01-21,Games,Celine Tumasian,Smitty Culverhouse,PC,36-7939842,18789.209999999992,1,2020
France,151855.04,129486.79,2019-01-16,Electronics,Othello Bowes,Amelina Piscopiello,PC,54-1473475,22368.250000000015,1,2019
France,147055.1,126114.45,2019-04-15,Games,Othello Bowes,Crysta Halls,PC,77-1100434,20940.65000000001,4,2019
UK,29783.39,23719.49,2019-11-27,Books,Jessamine Apark,Winny Agnolo,PC,18-0945763,6063.899999999998,11,2019
Portugal,154072.89,121887.06,2020-09-30,Beauty,Celine Tumasian,Smitty Culverhouse,PC,19-3013452,32185.830000000016,9,2020
Bulgaria,278731.9,221591.86,2019-05-12,Appliances,Charil Alpe,Bernadine Fullagar,PC,48-7662634,57140.04000000004,5,2019
France,132235.46,114132.43,2020-01-06,Books,Othello Bowes,Ora Grennan,PC,95-4388709,18103.03,1,2020
Portugal,118321.11,94822.54,2020-11-23,Electronics,Celine Tumasian,Aurelie Wren,Tablet,20-7636879,23498.570000000007,11,2020
France,88977.22,72534.23,2020-03-10,Books,Othello Bowes,Ora Grennan,PC,58-1975365,16442.990000000005,3,2020
Portugal,204133.95,167553.15,2020-06-13,Games,Celine Tumasian,Corene Shirer,PC,98-6563368,36580.80000000002,6,2020
UK,102000.57,87261.49,2020-03-17,Games,Jessamine Apark,Genevra Charrisson,PC,22-0725785,14739.080000000002,3,2020
Sweden,115226.8,94336.18,2019-05-15,Beauty,Maxie Marrow,Tarrah Castelletti,PC,42-2765593,20890.62000000001,5,2019
France,49664.17,39244.63,2019-10-30,Books,Othello Bowes,Amelina Piscopiello,PC,24-9702599,10419.54,10,2019
Sweden,35354.22,30517.76,2019-02-27,Smartphones,Maxie Marrow,Caro Morfield,PC,58-1079558,4836.460000000003,2,2019
France,128804.51,105709.86,2019-09-13,Appliances,Othello Bowes,Amelina Piscopiello,Tablet,20-3125420,23094.649999999994,9,2019
France,107499.78,91364.06,2019-02-26,Smartphones,Othello Bowes,Amelina Piscopiello,PC,68-3583935,16135.720000000001,2,2019
Sweden,50646.66,43039.53,2020-01-04,Clothing,Maxie Marrow,Madelon Bront,PC,43-1236055,7607.130000000005,1,2020
Bulgaria,103874.1,82112.48,2019-01-14,Outdoors,Charil Alpe,Shermy McGready,PC,85-4014655,21761.62000000001,1,2019
UK,128227.36,106710.81,2019-01-06,Accessories,Jessamine Apark,Jay Morefield,PC,18-7077174,21516.550000000003,1,2019
France,140635.94,115194.9,2020-08-12,Smartphones,Othello Bowes,Amelina Piscopiello,PC,00-5823706,25441.040000000008,8,2020
Sweden,83782.11,67310.55,2019-10-02,Electronics,Maxie Marrow,Madelon Bront,PC,42-2439801,16471.559999999998,10,2019
Sweden,162101.93,133912.4,2019-12-19,Smartphones,Maxie Marrow,Tarrah Castelletti,PC,24-4272786,28189.53,12,2019
UK,62947.82,49967.98,2019-10-16,Accessories,Jessamine Apark,Genevra Charrisson,PC,34-0265266,12979.839999999997,10,2019
Portugal,238085.99,193587.72,2020-07-16,Clothing,Celine Tumasian,Hortense Gerring,PC,17-8884817,44498.26999999999,7,2020
Ireland,57107.26,48232.79,2020-02-13,Outdoors,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811,8874.470000000001,2,2020
UK,133696.86,109310.55,2020-01-27,Books,Jessamine Apark,Winny Agnolo,PC,22-0156233,24386.309999999983,1,2020
Bulgaria,65329.65,53237.13,2020-02-26,Clothing,Charil Alpe,Shermy McGready,Mobile,91-7447818,12092.520000000004,2,2020
UK,124414.74,98959.48,2019-06-13,Outdoors,Jessamine Apark,Winny Agnolo,PC,96-0180648,25455.26000000001,6,2019
Portugal,48090.78,42040.96,2020-03-19,Books,Celine Tumasian,Corene Shirer,PC,13-0740797,6049.82,3,2020
France,214615.79,177637.49,2019-06-30,Games,Othello Bowes,Amelina Piscopiello,PC,17-5553034,36978.30000000002,6,2019
Sweden,70596.7,60564.91,2020-09-02,Electronics,Maxie Marrow,Alyosha Meah,PC,51-0685379,10031.789999999994,9,2020
Ireland,114232.68,95795.52,2019-03-23,Clothing,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897,18437.15999999999,3,2019
Sweden,45463.65,36907.39,2020-08-29,Clothing,Maxie Marrow,Alyosha Meah,PC,38-1449694,8556.260000000002,8,2020
Netherlands,23290.84,19147.4,2019-02-25,Electronics,Denice Amberg,Nero Harbisher,PC,02-2183787,4143.439999999999,2,2019
Portugal,103279.79,82334.65,2020-12-03,Appliances,Celine Tumasian,Aurelie Wren,PC,23-8271333,20945.14,12,2020
Luxembourg,76426.54,66116.6,2019-03-16,Clothing,Ilsa Kob,Jocelyn Laurentino,PC,95-6935153,10309.939999999988,3,2019
Sweden,167123.72,132946.92,2019-01-08,Smartphones,Maxie Marrow,Alyosha Meah,PC,58-8969119,34176.79999999999,1,2019
France,95966.17,75976.42,2019-08-24,Electronics,Othello Bowes,Amelina Piscopiello,PC,90-4449856,19989.75,8,2019
France,268779.03,233676.49,2019-12-27,Smartphones,Othello Bowes,Ora Grennan,Mobile,13-0624842,35102.54000000004,12,2019
Ireland,226021.18,180455.31,2019-07-18,Accessories,Glenine Suttaby,Palm Wetherald,PC,44-6718687,45565.869999999995,7,2019
France,48850.38,39788.63,2019-03-31,Appliances,Othello Bowes,Crysta Halls,PC,33-6126082,9061.75,3,2019
Sweden,19930.04,16543.93,2019-09-03,Smartphones,Maxie Marrow,Anita Woakes,Tablet,59-2480731,3386.1100000000006,9,2019
France,40043.11,35109.8,2020-07-09,Appliances,Othello Bowes,Ora Grennan,PC,58-8728288,4933.309999999998,7,2020
Netherlands,105357.645,14102.75,2020-07-02,Clothing,Denice Amberg,Nero Harbisher,PC,38-5910704,91254.895,7,2020
Germany,86669.23,71580.12,2020-03-18,Appliances,Rickard Doogood,Casie MacBain,PC,22-4332301,15089.11,3,2020
Bulgaria,98289.32,84116.0,2019-02-15,Appliances,Charil Alpe,Shermy McGready,PC,78-2307905,14173.320000000007,2,2019
UK,105686.13,86694.33,2019-10-13,Outdoors,Jessamine Apark,Genevra Charrisson,PC,31-6770318,18991.800000000003,10,2019
Bulgaria,126582.5,103683.73,2020-02-17,Beauty,Charil Alpe,Bernadine Fullagar,PC,93-2627296,22898.770000000004,2,2020
France,53089.52,44812.86,2019-08-24,Beauty,Othello Bowes,Crysta Halls,PC,32-2114915,8276.659999999996,8,2019
Sweden,72885.55,59773.44,2020-12-29,Clothing,Maxie Marrow,Anita Woakes,PC,22-3969127,13112.11,12,2020
Portugal,162246.76,142663.58,2019-08-28,Games,Celine Tumasian,Corene Shirer,PC,44-5200140,19583.180000000022,8,2019
Portugal,126346.44,103970.49,2019-08-04,Smartphones,Celine Tumasian,Corene Shirer,PC,26-9990483,22375.949999999997,8,2019
Denmark,248261.86,206727.65,2019-12-22,Smartphones,Modestia Byfford,Case Desorts,PC,65-2343846,41534.20999999999,12,2019
Ireland,63373.72,55572.41,2020-03-03,Clothing,Glenine Suttaby,Bunnie Tonbridge,PC,92-0523700,7801.309999999998,3,2020
Spain,85927.37,74490.44,2019-04-15,Clothing,Emalia Dinse,Perri Aldersley,PC,37-5025811,11436.929999999993,4,2019
Portugal,115718.87,100640.7,2019-04-24,Electronics,Celine Tumasian,Aurelie Wren,PC,84-7042200,15078.169999999998,4,2019
Portugal,87409.49,70548.2,2020-11-29,Games,Celine Tumasian,Brynn Dempster,PC,06-4416964,16861.290000000008,11,2020
Netherlands,253291.55,219502.46,2020-12-06,Books,Denice Amberg,Nero Harbisher,PC,25-4970452,33789.09,12,2020
UK,383996.76,304701.43,2019-12-19,Other,Jessamine Apark,Winny Agnolo,PC,42-7823733,79295.33000000002,12,2019
Finland,53616.06,45589.74,2020-03-01,Appliances,Hube Corey,Wat Bowkley,PC,84-4478396,8026.32,3,2020
Sweden,176473.32,139413.92,2019-06-22,Games,Maxie Marrow,Anita Woakes,PC,00-7031798,37059.399999999994,6,2019
UK,29493.79,24285.19,2019-11-22,Games,Jessamine Apark,Jay Morefield,PC,53-7769693,5208.600000000002,11,2019
Portugal,52209.31,41480.3,2019-03-26,Beauty,Celine Tumasian,Corene Shirer,PC,05-2772504,10729.009999999995,3,2019
Portugal,125253.59,108269.2,2020-02-17,Smartphones,Celine Tumasian,Corene Shirer,PC,90-2194359,16984.39,2,2020
France,87404.0,69363.81,2019-12-26,Electronics,Othello Bowes,Maighdiln Upcraft,PC,79-3154360,18040.190000000002,12,2019
France,167072.72,135044.88,2019-10-21,Clothing,Othello Bowes,Ora Grennan,PC,37-6449638,32027.839999999997,10,2019
France,157932.84,134148.15,2020-01-31,Games,Othello Bowes,Amelina Piscopiello,PC,30-2982340,23784.690000000002,1,2020
Netherlands,95575.75,75504.84,2020-12-23,Books,Denice Amberg,Nero Harbisher,PC,35-9372764,20070.910000000003,12,2020
France,69126.5,55902.6,2019-08-12,Electronics,Othello Bowes,Avrit Chanders,PC,07-3201531,13223.900000000001,8,2019
France,140943.88,120633.87,2020-05-28,Appliances,Othello Bowes,Avrit Chanders,Tablet,77-0650807,20310.01000000001,5,2020
France,124784.67,106853.11,2020-05-22,Electronics,Othello Bowes,Ora Grennan,Tablet,44-2757396,17931.559999999998,5,2020
Germany,61968.26,50690.04,2020-12-27,Electronics,Rickard Doogood,Casie MacBain,PC,22-7259031,11278.220000000001,12,2020
Netherlands,172453.1,145688.38,2020-06-24,Outdoors,Denice Amberg,Nero Harbisher,PC,60-6986682,26764.72,6,2020
